ticker,cik
IPI,1421461
ETB,1308927
IMMP,1506184
EXOD,1821534
ELTP,1053369
BACQ,2028707
PRTC,1782999
AVXL,1314052
CWBC,1127371
MLAB,724004
FRPH,844059
MSB,65172
NMAI,1861115
SFST,1090009
CVGW,1133470
CTEV,1793229
ABSI,1672688
WEST,1806347
TII,1791703
FBRX,1419041
KIDS,1425450
NGS,1084991
TCPC,1370755
NQP,870780
NWBO,1072379
ASIX,1673985
MG,1436126
ONIT,873860
TCI,733590
BFK,1137393
PACK,1712463
FFA,1291334
ADCT,1771910
FINS,1745059
CYH,1108109
MBVI,2073928
COFS,803164
EB,1475115
DFP,1559991
TRC,96869
ASMB,1426800
SPIR,1816017
TRX,1173643
CLFD,796505
DDI,1799567
GLDG,1538847
SRTA,1779128
NOA,1368519
HPI,1176199
HKD,1809691
HCIC,2099093
BMRC,1403475
OILSF,1868917
GGAZF,1515964
GPRK,1464591
CLLS,1627281
SBC,1930313
MCI,275694
BAND,1514416
CAL,14707
TROO,1412095
TLNC,2073340
EAF,931148
CLPT,1285550
DXYZ,1843974
NNDM,1643303
EVN,1074540
CABO,1632127
PLG,1095052
NATR,275053
MUA,901243
PTLO,1871509
EACO,784539
ANGO,1275187
BNTC,1808898
TDRRF,1921050
BCAR,2065779
DVLT,1682149
FRA,1259708
TRDA,1689375
AQST,1398733
ULH,1308208
ACRS,1557746
HVT,216085
DBP,1383057
BKRRF,1699906
ZURA,1855644
SGU,1002590
ZUMZ,1318008
XNET,1510593
JACK,807882
BSVN,1746129
LND,1499849
NATH,69733
PSFE,1833835
LGDTF,1755191
SNDL,1766600
NVA,1852551
RTAC,2035173
GBLI,1494904
RMAX,1581091
CCSI,1866633
API,1802883
CMTG,1666291
SDHY,1812923
VHI,59255
TRON,1956744
HELE,916789
IONR,1896084
KFII,2029976
WNC,879526
GBAB,1495825
BRBI,2058601
NUAI,2028336
LEO,818972
TLS,320121
EAD,1210123
USNA,896264
LXFR,1096056
WRLGF,1733968
XRPN,2044009
CRLBF,1832928
LAW,1625641
ETON,1710340
AUNA,1799207
OPAL,1842279
AKBA,1517022
AREC,1590715
PDLB,1874071
OBT,1754226
NPAC,2048948
MVF,835948
QDMI,1094032
WILC,1030997
SOR,91847
ATGL,1967621
CRAQ,2058359
BGR,1306550
NFE,1749723
NIKA,1145604
RCKT,1281895
NEWT,1587987
YSG,1819580
VKI,908993
CBAN,711669
SLP,1023459
BRBS,842717
EVH,1628908
FOF,1375340
NKLR,2067627
VFF,1584549
LSAK,1041514
CCIX,2006291
MTRX,866273
BNR,1792267
SMDRF,1939801
ESEA,1341170
TARA,1359931
SGLA,1433551
BYND,1655210
GDEV,1848739
CMDB,2033535
TTGT,2018064
PCAP,2056634
CZNC,810958
WTBA,1166928
GPAT,1834526
PEPG,1835597
VOXR,1907909
XPOF,1802156
ALF,2010930
OWLT,1816708
ISTR,1602658
RDAG,2055459
MBAV,2016072
KNOP,1564180
BOC,1494582
TACO,2033122
PNNT,1383414
KFS,1072627
AUTL,1730463
HYLN,1759631
BCHT,728385
MYN,882150
WENN,2057043
DBO,1383058
TECX,1681087
TITN,1409171
JFIN,1743102
RC,1527590
GNE,1528356
PFL,1244183
BKKT,1820302
HIX,1058239
SCGX,1277575
INRE,1528985
RXST,1111485
SAR,1377936
TWFG,2007596
KUBR,1081834
ACTG,934549
ISSC,836690
EDD,1388141
ELLO,946394
GCBC,1070524
LCTX,876343
BGIN,1945565
PERI,1338940
VGZ,783324
BWFG,1505732
JRI,1539337
SCM,1551901
ENTA,1177648
FJET,1947016
MEC,1766368
CDRO,1866782
PSBD,1794776
VENU,1770501
NEXN,1849396
CMII,2088805
RBB,1499422
CEPT,2034269
FCRS,2074697
ISBA,842517
NGEN,1751912
AIRO,1927958
DAVA,1656081
RNGR,1699039
ARQQ,1859690
LAND,1495240
GLAI,1473490
NC,789933
NMRA,1885522
NCV,1214935
RM,1519401
HELP,1833141
MVBF,1277902
FMAO,792966
ALUB,2041493
OEC,1609804
YRD,1631761
DCTH,872912
AII,2007587
NLST,1282631
AURA,1501796
CAEP,2034268
CARL,1794546
ASLE,1754170
NVEC,724910
BKT,832327
CCII,2064683
BGS,1278027
SDHI,2034037
KELYA,55135
MTLS,1091223
DEFT,1888274
SOPH,1840706
SCD,1270131
ACIU,1651625
ILPT,1717307
TACH,2009183
VERI,1615165
OTLY,1843586
CGCT,2049662
HIO,910068
MIY,890393
PUBM,1422930
KTF,839533
ACCO,712034
CTRN,1318484
ELA,701719
CNCK,1913847
CLDT,1476045
TWN,804123
ATNI,879585
USAU,27093
NAN,1074769
GIG,2023730
FVR,1988494
IPCX,2012318
NCMI,1377630
DDD,910638
BDCI,2042292
ALLO,1737287
KCHV,2053799
PAII,2069238
AWP,1390195
DMAA,2028614
HPF,1189740
AERG,879911
CLYM,1768446
MCFT,1638290
OTGA,2077010
CBK,1981546
BYRN,1354866
VALU,717720
XFLT,1703079
PBFS,1769663
SOUL,2025608
AGL,1831097
BLZR,2075310
GCO,18498
OYSE,2042182
ARTNA,863110
PPT,827773
PLBC,1168455
FHTX,1822462
HFRO,1710680
VELO,1825079
USCB,1901637
CBIO,1253689
HCMA,2069856
YDDL,2034723
AXIN,2057030
DBI,1319947
AVBC,2058758
SMC,2024218
OFLX,1317945
BGT,1287480
AFJK,1979005
ZH,1835724
LEGO,2087450
MPX,1129155
AMCX,1514991
ONTF,1110611
OOMA,1327688
IMRX,1790340
SVAC,2074850
VACH,2006815
SVC,945394
MLP,63330
ZEPP,1720446
LWAY,814586
GRRR,1903145
CADL,1841387
RMNI,1635282
ALDX,1341235
BEAG,1852207
BLUW,2050501
FRST,1325670
HYAC,1970509
EFR,1258623
PBYI,1401667
FGPR,922358
JOF,859796
NREF,1786248
ASG,786035
STRT,933034
BFZ,1137391
RIV,1501072
EVI,65312
RWAY,1653384
AZ,1866030
CUB,2015955
WSBF,1569994
CHAC,2054174
PKBK,1315399
SKYX,1598981
CEPV,2034266
MBI,814585
SMRT,1837014
SIMA,2014982
GUTS,1572616
AMRN,897448
LFCR,1005286
PRE,1876431
AEF,846676
RZLT,1509261
FBYD,1937987
MLAC,2029492
UNTC,798949
SPXX,1338561
XFOR,1501697
DRDB,2032528
FCCN,1131903
FERA,2025401
SZZL,2030663
EOLS,1570562
TVA,2033991
MRAM,1438423
PKOH,76282
ARDC,1515324
PACH,2040381
OBA,2034313
ADV,1776661
LNKB,1756701
SITC,894315
RPAY,1720592
AVIR,1593899
PMTR,2061473
EVOX,2077954
XOMA,791908
SGHT,1531177
SVRSF,1682056
AARD,1774857
CYDY,1175680
BCML,1730984
CAF,1368493
LOCO,1606366
ATII,2028516
ALCO,3545
KOYN,2068454
PLTS,2053033
NLCP,1854964
VACI,2080023
HDSN,925528
CVEO,1590584
PCB,1423869
IMMX,1873835
ALDF,2031561
LRMR,1374690
TEI,909112
NCA,818851
MXF,65433
RFMZ,1817159
AFB,1162027
QUAD,1481792
VCIC,2025396
TSSI,1320760
POLE,2025341
NECB,1847398
QTRX,1503274
HRZN,1487428
JACS,2039058
BNED,1634117
WTI,1288403
MKLY,2067592
AGD,1362481
MHN,1038186
RLGT,1171155
GRAF,1897463
NGNE,1404644
TBRG,1169445
DSM,855887
RAC,2047497
LPAA,2015502
EFT,1288992
NBH,1178839
SSP,832428
UTKN,1919182
FSTR,352825
FSBW,1530249
ZTR,836412
ITHA,2080985
FNLC,765207
LPBB,2023676
TDF,919893
SY,1758530
TG,850429
LWAC,2061379
JRVR,1620459
EFTY,2058349
CCRN,1141103
BGH,1521404
AVBH,1443575
ALMU,1828805
TOI,1799191
BIXI,2082542
NL,72162
CHRS,1512762
JGH,1615905
RLMD,1553643
SENS,1616543
NBY,1389545
JENA,2060337
CZFS,739421
SSVFF,1397616
TSKFF,1803800
RFI,891290
HVMC,2070602
EMF,809708
BBCP,1703956
EM,1834253
AVTX,1534120
LOKV,2048951
EIC,1754836
TSBK,1046050
DGNX,2010499
GSRF,2072404
PMO,900422
ANVI,1570132
DBL,1525201
BRCB,2068577
BRW,826020
MIN,826735
NPCT,1835068
SI,1699350
OIA,835333
BKTI,2186
ASPN,1145986
CPZ,1717457
TAKOF,1547452
PNRG,56868
BIOT,2072188
PHOE,2035709
PDYN,1826681
CRAWA,47307
WEYS,106532
GPAC,2085408
ACV,1636289
CABA,1759138
DERM,1867066
GASS,1328919
VMD,1729149
GTERA,2043766
NHIC,2043699
BLZE,1462056
UCFI,1901203
AACB,2034334
CRSF,924396
MEI,65270
MMD,1518557
EVC,1109116
RILY,1464790
BACC,2059654
CIX,1049606
WHGOF,1423867
PCYO,276720
EGAN,1066194
SPMC,1930147
MBCN,836147
SJT,319655
BYM,1181187
ENLV,1596812
FUND,825202
PESI,891532
NXG,1506488
COSO,1297107
INV,2001557
MITT,1514281
JMSB,1710482
ORBS,1892492
OABI,1846253
NAUT,1808805
PROF,1628808
NLOP,1952976
LEGT,2002038
CLW,1441236
BRT,14846
CHMG,763563
HNST,1530979
MVIS,65770
PAL,1998768
FLYX,1843973
GORO,1160791
SPOK,1289945
III,1371489
JWSMF,1831359
TVAI,1872228
NCZ,1227857
CIA,24090
AVNW,1377789
SITKF,1747657
JCE,1385763
ALTS,862861
XPER,1788999
PINE,1786117
RMM,1771226
ABEO,318306
APAD,1956439
NTPIF,829365
RCS,916183
EOT,1454741
NODK,1681206
XRX,1770450
BHLL,1407583
TMTS,2097364
BLFY,1846017
LTRX,1114925
SAC,2082844
AGXPF,1482436
SBXD,2015947
PALI,1357459
OVLY,1431567
FVCB,1675644
ACRE,1529377
ASUR,884144
FENC,1211583
HVII,1846416
SLQT,1794783
FCCO,932781
AFRI,1903870
TCX,909494
GLATF,1716410
CEPO,2027708
DNMX,2081125
PMM,844790
NWFL,1013272
GSIT,1126741
QSI,1816431
BRR,2076163
ERC,1227073
FOA,1828937
KRMD,704440
NAKA,1946573
WNEB,1157647
CFAC,2077877
FCT,1282850
OACC,2029769
RMR,1644378
DSX,1318885
MCR,851170
TLSI,1826667
TOYO,1985273
BNAI,1838163
REFI,1867949
EOD,1386067
HERE,1932770
ARL,1102238
CMRC,1626450
TBCH,1493761
FLWS,1084869
MMT,809173
OSS,1394056
DBB,1383084
NUW,1450445
HRTX,818033
USBC,1074828
TPVG,1580345
HBB,1709164
PLMK,2030482
CNDT,1677703
LMNR,1342423
OPRT,1538716
PNPNF,855950
RCKY,895456
FACT,2028935
TWIN,100378
STTK,1680367
GAMG,55234
DOMO,1505952
SEG,2009684
GLO,1350869
ASYS,720500
GDC,1641398
NTWO,2028027
HYI,1497186
NAMM,2026514
VNME,2055879
MPAA,918251
ACB,1683541
FDBC,1098151
NVX,1859795
BPRN,1913971
CFNB,803016
AUDC,1086434
NIU,1744781
ACHV,949858
APGOF,1811931
GWRS,1434728
AIFU,1413855
CV,1378325
FTF,1233087
ZY,2025180
DH,1861795
XWIN,1473334
BZAI,1871638
TSNDF,1778129
SCII,2076739
MASS,1555279
FINW,1856365
SSSS,1509470
PSF,1498612
RLTY,1866874
MYFW,1327607
PPIH,914122
BNY,1137390
COPL,2045473
SNFCA,318673
BNC,1482541
TYGO,1855447
NXDT,1356115
SLN,1479615
LCNB,1074902
LIEN,1843162
RENT,1468327
KLTR,1432133
SIDU,1879726
FC,886206
JILL,1687932
PAYS,1496443
DOUG,1878897
SNNGF,1384831
RAAQ,2052161
MCGA,2064658
ARMP,921114
FUNC,763907
XYF,1725033
INR,2029118
INSE,1615063
LGI,1278211
PTNM,2046573
ELMD,1488917
SOCA,2065948
JELD,1674335
IGAC,2075068
ROMA,1945240
STXS,1289340
EGHT,1023731
AMBR,1697818
NHS,1487610
CFFI,913341
SNBR,827187
DAAQ,2052162
OBIO,1814114
TNXP,1430306
MFIN,1000209
AXREF,1175596
TDWD,2076616
FNKO,1704711
TWLV,2052243
FXNC,719402
TSI,809559
IPSC,1850119
VUZI,1463972
MDWD,1593984
AIRJ,1855474
HHLKF,1562823
MACI,2016221
TDAC,1926599
SPCE,1706946
RAIL,1320854
NKSH,796534
ETHM,2028699
SNWV,1417663
DYOR,2079292
MENS,1954488
TAYD,96536
SABA,828803
SDSYA,1163609
REI,1384195
FSFG,1435508
FXE,1328598
NEN,746514
WEWA,1616156
IIF,916618
DUOT,1396536
HTLM,2023153
SUGRF,1996493
MAGH,2046117
HWBK,893847
SVCC,2033593
ONEW,1772921
LPRO,1806201
GEOS,1001115
MFM,801961
FOSL,883569
ATLO,1132651
NVCT,1875558
AOMR,1766478
FLX,1858724
MVT,897269
MQT,887394
CRMT,799850
JRS,1158289
IMMR,1058811
OGI,1620737
EWCZ,1856236
CURI,1776909
MUE,1071899
ONCH,2054272
OPRX,1448431
INVZ,1835654
ATLN,1605888
PSRHF,1991413
CXDO,1075736
VYGR,1640266
NTHI,1979414
MAMK,2008007
PAMT,798287
WW,105319
VABK,1572334
RGCO,1069533
DPRO,1786286
AGMRF,2022059
SHIP,1448397
ANTA,2044255
FRAF,723646
TLSA,1723069
RICK,935419
HITI,1847409
KRYXF,1318596
CRAC,2070887
GPJA,41091
BHR,1574085
DIBS,1600641
FNRN,1114927
KINS,33992
BXSY,1059213
JAKK,1009829
NYXH,1857190
EARN,1560672
EFSI,880641
ZIP,1617553
ALTG,1759824
SPWR,1838987
ALEC,1653087
LOGC,2064307
CBNA,1392272
GSHR,2044635
SWKH,1089907
MRBK,1750735
ARCT,1768224
EGHA,2052547
FLXS,37472
CCFN,731122
STRS,885508
RDNW,1596961
ZENA,1997403
NNOX,1795251
FBLA,2013639
DOYU,1762417
CRNT,1119769
IPOD,2041047
MPV,831655
DHY,1061353
WALD,1840199
HAVA,2042460
HGLB,1622148
RDCM,1016838
ETX,1563696
GPRO,1500435
EDIT,1650664
CCCC,1662579
LOVE,1701758
NPV,897421
IKT,1750149
YMT,1991605
WLAC,2032379
HWAIF,1999124
AGGI,1109262
OPBK,1722010
SABS,1833214
TRAK,50471
MNTK,1826600
LANV,1922097
DMB,1565381
GALT,1133416
FT,833040
IDE,1417802
CMCM,1597835
VLTLF,1872061
FFAI,1805521
SDA,1936804
TGMPF,2025947
ALTO,778164
UTMD,706698
CNTX,1842952
OMSE,2012219
LZMH,1967397
TNYZF,1836775
GTE,1273441
OSUR,1116463
UIS,746838
OZ,1807046
NPWR,1845437
CATX,728387
HUMA,1818382
OPTX,1866816
THRY,1556739
SGMT,1400118
GENC,64472
TRVG,1683825
IMDX,1642380
ELME,104894
SRZN,1824893
GF,858706
CVRX,1235912
CAMP,1736730
ESCA,33488
OPP,1678130
FIGX,2059033
AIRS,1870940
USGO,1947244
POWW,1015383
LKSP,2043508
IRD,1228627
INBK,1562463
SEVN,1452477
AMPY,1533924
EHI,1228509
BKN,894242
SKIN,1818093
AIIA,2073553
OVBC,894671
GOAI,1983736
LUD,1984124
SMID,924719
RNAC,1453687
KF,748691
AGCC,2060016
WIA,1254370
DGXX,1854368
PEBK,1093672
BUKS,15847
SRI,1043337
NFTN,1544400
CGEN,1119774
MDXH,1872529
SRG,1628063
ZNTL,1725160
NRO,1261166
CPSS,889609
RPID,1380106
VLN,1863006
NERV,1598646
VPV,895528
AREN,894871
GHI,1059142
NRDY,1819404
BVFL,1302387
TCGL,2047190
CFBK,1070680
SCAG,2000366
SMTI,714256
GIX,2098712
GCUMF,1514860
FLC,1245648
SND,1529628
DHF,1057861
STLRF,1979408
UBFO,1137547
DSAC,2082149
QNCX,1662774
LODE,1120970
SRV,1400897
MSCLF,1421642
AIRRF,1476573
KULR,1662684
LMRXF,1001500
RVLGF,1616885
SMHI,1690334
EMP,66901
MPTI,1902314
DFDV,1805526
PLBY,1803914
BOOM,34067
TNMG,2013186
RXT,1810019
PNBK,1098146
NKTX,1787400
KLRS,1754068
ISPR,1948455
HUHU,1945415
ORRCF,1390352
BAER,1941536
WTF,1987363
LONCF,1472619
ENJ,71508
RELL,355948
UNG,1376227
PRQR,1612940
FCAP,1070296
TGLO,1066684
BSL,1486298
STRZ,929351
CMTL,23197
VBF,5094
ELDN,1404281
CZWI,1367859
NUTR,2006468
CHEC,2047177
SLAMF,1838162
UTGN,832480
INFU,1337013
NEOV,1748137
GAMB,1839799
EUBG,1171326
CBFV,1605301
EBMT,1478454
NXPGY,1455632
LAWR,2007599
HNVR,1828588
EGG,1982961
ATLX,1540684
REKR,1697851
VWAV,2038439
FTCI,1828161
MIST,1408443
APYX,719135
PLX,1006281
ECF,793040
PERF,1899830
RANI,1856725
TKNO,1850902
WHG,1165002
BCAC,2102072
PCQ,1140411
LFMD,948320
EMPD,1829794
RANG,2035644
INSG,1022652
VTN,883265
IPHA,1598599
TAVI,2020385
SDHC,1982518
CRBP,1595097
TTEC,1013880
ALPS,2025774
BANX,1578987
RENEF,1889112
FURY,1514597
HLXC,2099656
JFB,2024306
BCIC,1372807
SLGL,1684693
BZUN,1625414
LARK,1141688
SMX,1940674
ACH,75252
RFAI,2012807
ARQ,1515156
TMCI,1630627
SANG,1753368
CMT,1026655
NMP,2054876
BMN,1832871
FGFH,786298
PTHRF,1621910
NNY,818850
ARBE,1861841
LUCD,1799011
INGN,1294133
ABOS,1576885
PIM,830622
AEC,1519469
BRLT,1866757
ACU,2098
WHF,1552198
SPE,897802
EMIS,2075816
FNWD,919864
GHG,1724755
QIPT,1540013
MRT,1852767
ZHJD,1794276
HCAT,1636422
MDV,1645873
LAFA,2079106
HQI,1140102
CMTV,718413
SCTH,1703157
ESP,33533
CIK,810766
FPRGF,1555980
VXRT,72444
NCAUF,1627868
SPEG,2028735
SGC,95574
ECBK,1914605
TONX,1566610
EDAP,1041934
UNCY,1766140
FOTB,1099668
MNSB,1693577
MSD,904112
BARK,1819574
CLPR,1649096
CHPT,1777393
OXSQ,1259429
PCSC,2017526
STIM,1227636
PMTS,1641614
EDF,1501103
NEXM,795800
ESOA,1357971
BMBN,804563
MHF,830487
GLQ,1316463
PFD,868578
COE,1659494
IGA,1332943
FATE,1434316
TNYA,1858848
ESGL,1957538
KOOYF,1388891
FORR,1023313
GGT,921671
ACNT,95953
TBI,768899
FTLF,1374328
MOLN,1745114
GCL,2002045
INAC,2063816
CNTB,1835268
GRX,1391437
LNSR,1320350
GRO,1472326
MGTE,1965052
RCMT,700841
YCY,2075336
SRGXF,1644540
JYNT,1612630
NAZ,892992
BGX,1504234
EVG,1287498
BDTX,1701541
CSBB,880417
MPA,891038
DLNG,1578453
SMJF,2070954
MERC,1333274
PMMCF,1930459
CVVUF,1023109
ELTX,1601485
RGP,1084765
STEM,1758766
TTRX,2023016
VCUFF,1884122
ZNB,1747661
COOK,1857853
CRBU,1619856
FTCO,1828377
ZJK,1941506
BWG,1504545
FF,1337298
MRCC,1512931
EMPG,2005569
WWR,839470
PCOK,1452936
HOFT,1077688
QUIK,882508
THAR,1861657
SVCO,1943289
EPSN,1726126
EMYB,1449794
STRO,1382101
BUUU,2047273
SLMT,1939965
ACR,1332551
SRFM,1936224
AMCI,1937891
KGEI,1477081
BCV,9521
ESGH,1883835
MCRB,1609809
EXFY,1476840
RCEL,1762303
SUIG,1425355
ZVIA,1854139
ORMP,1176309
SRL,16859
ENBP,1437479
SBFG,767405
RDZN,1868640
MAPS,1779474
RMBI,1767837
CAAS,2037400
DTI,1884516
BSEM,1658678
PZG,1629210
MAMO,1952853
NXXT,1817004
ROC,2077709
JHS,759866
CLAR,913277
GNT,1438893
AVD,5981
OPTT,1378140
OCCI,1716951
RBKB,1751783
SRBK,1951276
BSET,10329
HYDTF,1958389
ONL,1873923
BEOB,1480170
PDEX,788920
CPKF,847538
QNBC,750558
PMI,2030617
ZOMDF,1684144
LVRO,1945711
CRDF,1213037
ANL,1944552
HEQ,1496749
CGEH,1009759
HFUS,1482554
VTVT,1641489
SPRO,1701108
BCHG,1732409
PRLD,1678660
DMRC,1438231
AEI,1750106
SLNH,64463
KVHI,1007587
FRD,39092
SAMG,1549966
EPM,1006655
GNLX,1231457
MBOT,883975
IAF,779336
PELI,2037431
BCBP,1228454
ANIK,898437
WEA,1163792
KISB,803742
LIFE,1788451
KUKE,1809158
WHWK,1422142
ICTSF,1010134
JMG,2049717
OMEX,798528
AKA,1865107
BTCS,1436229
WRIV,1328409
KPTI,1503802
OVID,1636651
FGBI,1408534
ACOG,1655923
NIPG,1966233
AFBI,1823406
RPT,1614806
GGZ,1585855
CDXS,1200375
UHG,1830188
SGMO,1001233
MCN,1289868
TRBRF,2024668
HYPR,1833769
TETOF,1783432
BTA,1343793
TGEN,1537435
BUDA,2079720
DBE,1383062
ABVE,1979484
ACTU,1652935
MED,910329
IMPP,1876581
HSDT,1610853
VFL,895574
UPXI,1775194
PFO,882071
ZEO,1865506
ONCY,1129928
SPAI,2011208
SHIM,1887944
ACRG,773717
AGIG,1156041
DMO,1478102
WRAP,1702924
IDN,1040896
LGCY,1836754
NPT,2014337
SUNS,2012706
IHD,1496292
FXY,1353613
HPAI,2001699
RMMZ,1870833
CCLD,1582982
PHD,1305767
CURV,1792781
IPEX,2028355
BEEP,1847874
AAWH,1756390
DRTTF,1340476
ICG,1895597
XTGRF,1288770
CGO,1285650
CURR,1862935
CEE,860489
AP,6176
ALYAF,1734520
QTZM,1663038
JHI,759828
GLU,1282957
PAI,75398
XTRAF,1684505
ARTV,1817241
BLNK,1429764
TYFG,1725262
FKYS,737875
GRAY,2073548
SVIIF,1843477
FTZFF,1819258
CXE,845606
HYNE,2073153
CRGO,1927719
SCTSF,1790538
FONR,355019
ADAG,1818838
UNIB,811211
QSEA,2047455
ANNA,1845123
AEYE,1362190
YOUL,2028177
INTT,1036262
CGTX,1455365
VRCA,1660334
AISP,1842566
FLNT,1460329
CHCI,1299969
MGNX,1125345
RFIL,740664
MGYR,1337068
NIM,890119
HAIN,910406
SERA,1534969
CHAR,2024459
BGL,2019435
HYSR,1481028
DMNIF,2000640
BHST,1723464
AGEN,1098972
QUMS,2070900
PGAC,2030829
CSPI,356037
PCF,810943
QMCO,709283
RPTX,1808158
MXCT,1287098
HFFG,1680873
CODA,1334325
MB,2027265
JEQ,866095
NMT,897419
LSBK,2059653
MCRP,1993431
SLBK,1657642
PROP,1162896
UNB,706863
SIEB,65596
GFLT,1796949
NMI,830271
LGO,1400438
KEQU,55529
RIVF,1342936
GARLF,1725569
MOB,1898643
AXR,6207
BSBK,1787414
WPGCF,1404353
SLSN,883107
SBI,882300
LOMLF,1509397
AOUT,1808997
FMBM,740806
MMLP,1176334
EML,31107
KVAC,1889983
FGNX,1591890
MX,1325702
FREVS,36840
HURC,315374
TORO,1941131
MAIA,1878313
IXHL,1873875
JUSHF,1909747
MRNO,1988776
SEER,1726445
FBIO,1429260
BCRD,1496690
CWGL,1562151
AMTX,738214
SLNG,1043186
PGP,1318025
SPRU,1772720
RVSB,1041368
ULBI,875657
ERH,1279014
LQMT,1141240
TUSK,1679268
STHO,1953366
SLND,1883814
GPMT,1703644
DWTX,1818844
INO,1055726
BTMD,1819253
SFBC,1541119
PROV,1010470
ATOM,1420520
MLCI,2051820
AUGG,1448597
NCTY,1296774
ARSMF,1804792
FGMC,1906364
OPXS,1397016
BDCTF,1576159
CPSH,814676
OM,1484612
CHPG,2024460
SNT,1993727
ANIX,715446
EP,887396
SAVA,1069530
GRUSF,1463000
NCSM,1692427
HYFT,1715925
CSBR,771856
VRM,1580864
PYXS,1782223
AURE,1765850
VGAS,1841425
JLS,1472215
CSTAF,1834032
SWZ,813623
SNCR,1131554
GMGI,1437925
KRRO,1703647
LVPA,831378
BRCC,1891101
HOVR,1930021
VANI,1266806
COYA,1835022
BLNE,1534708
WAMFF,1893899
CHMI,1571776
VIRC,751365
CRDL,1702123
TSQ,1499832
CTW,2047148
YTRA,1516899
DTIL,1357874
GECC,1675033
NOEM,1956648
CCIF,1517767
IGI,1462586
XBP,1839530
SPKL,1884046
MGF,811922
SEAT,1856031
XGN,1274737
WSBK,2047235
FLD,1889123
CBUS,1705843
RSSS,1386301
OPTN,2070577
NOBH,72205
CRCUF,868822
TMRC,1445942
HYOR,1070789
EVF,1070732
ELBM,1907184
DTSQ,2017950
AVX,1826397
FNWB,1556727
HSPT,2032950
BMHL,2027815
GDL,1378701
FSHP,1850059
TUNGF,2049560
PLCE,1041859
AIIO,1932737
ETHZ,1690080
VIPRF,1684662
PFBX,770460
ISTKF,1678748
PEW,2051380
IH,1814423
NWPP,1163389
PDCC,1998043
VMCAF,1892747
VIOT,1742770
EHTH,1333493
WKEY,1738699
CTM,1877939
ARAY,1138723
CTOR,1851484
FSP,1031316
RMI,1746967
GNSS,924383
EXOZ,2010788
TENX,34956
SSTI,1351636
BMEA,1840439
RGT,1514490
IROQ,1514743
LCCC,2049248
RVRC,1839140
DLTH,1649744
SOHO,1301236
VHC,1082324
SILC,916793
KNDI,1720250
MNOV,1226616
SPRB,1683553
LPA,1997711
CMU,809844
GAIA,1089872
AVAI,1740797
LTCN,1732406
LAKE,798081
JLHL,2007846
NZAUF,1925511
MSGY,2020228
VGI,1528811
VNJA,1532383
IAE,1385632
BDSX,1439725
HTCO,1928948
FLL,891482
GCV,845611
ORIQ,2044523
PBHC,1609065
CFSU,1621888
CHGG,1364954
MMTX,2077033
ATOS,1488039
LSE,1985139
TYHT,2081842
AUBN,750574
CCNB,1437213
FMN,1199004
GDO,1472341
DLHC,785557
BYNO,1801417
DHX,1393883
ITMSF,1285170
NTIC,875582
KBLB,1413119
MATH,1682241
SRCRF,1467093
NA,1872302
RFM,1790177
PFX,1490349
RSKIA,84112
CGTL,1967822
XTNT,1453593
QVCGA,1355096
CDAQF,1851909
KORE,1855457
GPUS,896493
LIDR,1818644
MGRT,2033377
DCGO,1822359
LCUT,874396
ALIS,2026767
CBKM,1006830
PLMJF,1845550
BOTJ,1275101
GRWG,1604868
CSTE,1504379
HANNF,1123267
COLA,2028201
CUAUF,1737319
CAPN,2024203
FUSB,717806
HNNA,1145255
SYHBF,1541190
ZDAI,1966678
FDSB,2012726
SRTS,1494891
XBIT,1626878
YHNA,2020987
ODYS,1577445
SPAUF,1337090
SLGB,1987189
MHH,1437226
NRT,72633
ZTEK,1904501
NRRSF,1778940
IMA,1835579
MIND,926423
MYPS,1823878
ALXO,1810182
SFWL,1863218
ACET,1720580
SQNS,1383395
FBSI,912967
KG,2055116
CHSN,1825349
KZIA,1075880
AMTD,1769731
APAC,2043630
BTM,1901799
UBCP,731653
MAYS,54187
DMA,1523289
DTF,879535
WSTN,2076192
AZASF,1701599
OKYO,1849296
CNDA,1851959
FVN,2010653
PTHS,1919246
PYPD,1611842
BSAI,1416090
PARK,2069604
GANX,1819411
EQ,1746466
EJH,1769768
ASRT,1808665
TOUR,1597095
UYSC,2036973
PRPL,1643953
BODI,1826889
BURU,1814215
NOMA,1994214
SKIL,1774675
INVE,1036044
PLRX,1746473
ARAI,1818274
IVCAF,1852889
BYFC,1001171
CHUC,1134765
LFS,2030277
GLV,1288795
AMPG,1518461
PNI,1170311
LCGMF,1339688
ANVS,1477845
SYPR,864240
UWHR,898171
SSEA,2059165
ROLR,1947210
NALG,1059689
LBCMF,1580110
DTCX,1853825
CPHC,1672909
ZOOZ,1992818
NNBR,918541
AURX,1091596
DRIO,1533998
MCHX,1224133
AMWL,1393584
GEG,1831096
FNGR,1602409
BWEN,1120370
LFVN,849146
BSAA,2051587
AEAE,1852016
VATE,1006837
ONEG,2030834
NORD,1011060
MREO,1719714
GRAN,2027722
IMUX,1280776
CALC,1534133
FEAM,1888654
WTG,2053927
CPBI,1979332
THMG,711034
ZBAI,1755058
EEA,791718
PYYX,939930
AUXXF,1725603
CBLO,1882781
BPAC,2064177
TGE,2053456
BIOX,1769484
FSI,1069394
CBAT,1117171
IOR,949961
TLGYF,1879814
PCM,908187
BLNC,1632121
NMS,1607997
VLT,846671
LUNG,1127537
